participants,item,genre_grammatical,score_miserky,description,stereotype,numero_item,question,score,RT,genre_gram_le
1542052623 8e96d0d417c34bd64040048a54fb0b45,ministre,le,0.25,masculin_le,masculin,6,1.,NA,NA,ale
1542052623 8e96d0d417c34bd64040048a54fb0b45,zoologiste,le,0.48,neutre_le,neutre,17,1.,NA,NA,ale
1542052623 8e96d0d417c34bd64040048a54fb0b45,bibliothécaire,le,0.67,feminin_le,feminin,34,1.,NA,NA,ale
1542052623 8e96d0d417c34bd64040048a54fb0b45,paysagiste,le,0.28,masculin_le,masculin,18,1.,NA,NA,ale
1542052623 8e96d0d417c34bd64040048a54fb0b45,gynécologue,le,0.55,neutre_le,neutre,11,1.,NA,NA,ale
1542052623 8e96d0d417c34bd64040048a54fb0b45,logopédiste,le,0.66,feminin_le,feminin,22,1.,NA,NA,ale
1542052623 8e96d0d417c34bd64040048a54fb0b45,neurologue,le,0.32,masculin_le,masculin,12,1.,NA,NA,ale
1542052623 8e96d0d417c34bd64040048a54fb0b45,sténographe,le,0.5,neutre_le,neutre,29,1.,NA,NA,ale
1542052623 8e96d0d417c34bd64040048a54fb0b45,dactylo,le,0.65,feminin_le,feminin,28,1.,NA,NA,ale
1542052623 8e96d0d417c34bd64040048a54fb0b45,taxidermiste,le,0.3,masculin_le,masculin,30,1.,NA,NA,ale
1542052623 8e96d0d417c34bd64040048a54fb0b45,secrétaire,la,0.82,feminin_la,feminin,1,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,bagagiste,la,0.19,masculin_la,masculin,15,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,physiothérapeute,la,0.51,neutre_la,neutre,26,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,flûtiste,la,0.63,feminin_la,feminin,7,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,croque-mort,la,0.23,masculin_la,masculin,27,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,photographe,la,0.45,neutre_la,neutre,20,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,babysitter,la,0.9,feminin_la,feminin,31,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,bassiste,la,0.29,masculin_la,masculin,9,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,journaliste,la,0.46,neutre_la,neutre,2,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,mannequin,la,0.68,feminin_la,feminin,19,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,pilote,la,0.24,masculin_la,masculin,33,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,pédiatre,la,0.51,neutre_la,neutre,32,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,modèle,la,0.65,feminin_la,feminin,25,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,clown,la,0.18,masculin_la,masculin,21,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,guide touristique,la,0.44,neutre_la,neutre,14,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,manucure,la,0.9,feminin_la,feminin,13,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,diplomate,la,0.29,masculin_la,masculin,3,1.,NA,NA,la
1542052623 8e96d0d417c34bd64040048a54fb0b45,violoniste,la,0.56,neutre_la,neutre,8,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,manucure,le,0.9,feminin_le,feminin,14,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,pilote,le,0.24,masculin_le,masculin,31,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,guide touristique,le,0.44,neutre_le,neutre,15,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,mannequin,le,0.68,feminin_le,feminin,20,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,bagagiste,le,0.19,masculin_le,masculin,13,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,pédiatre,le,0.51,neutre_le,neutre,33,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,flûtiste,le,0.63,feminin_le,feminin,8,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,clown,le,0.18,masculin_le,masculin,19,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,physiothérapeute,le,0.51,neutre_le,neutre,27,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,modèle,le,0.65,feminin_le,feminin,26,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,croque-mort,le,0.23,masculin_le,masculin,25,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,photographe,le,0.45,neutre_le,neutre,21,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,babysitter,le,0.9,feminin_le,feminin,32,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,diplomate,le,0.29,masculin_le,masculin,1,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,journaliste,le,0.46,neutre_le,neutre,3,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,secrétaire,le,0.82,feminin_le,feminin,2,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,bassiste,le,0.29,masculin_le,masculin,7,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,violoniste,le,0.56,neutre_le,neutre,9,1.,NA,NA,ale
1542053266 bfda55216e5d7054b8de150a46fe6aea,sténographe,la,0.5,neutre_la,neutre,30,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,métallurgiste,la,0.21,masculin_la,masculin,34,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,fleuriste,la,0.81,feminin_la,feminin,17,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,graphiste,la,0.43,neutre_la,neutre,6,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,taxidermiste,la,0.3,masculin_la,masculin,28,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,dactylo,la,0.65,feminin_la,feminin,29,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,vétérinaire,la,0.49,neutre_la,neutre,36,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,chimiste,la,0.3,masculin_la,masculin,22,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,nutritionniste,la,0.74,feminin_la,feminin,11,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,zoologiste,la,0.48,neutre_la,neutre,18,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,ministre,la,0.25,masculin_la,masculin,4,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,logopédiste,la,0.66,feminin_la,feminin,23,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,gynécologue,la,0.55,neutre_la,neutre,12,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,paysagiste,la,0.28,masculin_la,masculin,16,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,bibliothécaire,la,0.67,feminin_la,feminin,35,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,biologiste,la,0.48,neutre_la,neutre,24,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,neurologue,la,0.32,masculin_la,masculin,10,1.,NA,NA,la
1542053266 bfda55216e5d7054b8de150a46fe6aea,réceptionniste,la,0.74,feminin_la,feminin,5,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,physiothérapeute,le,0.51,neutre_le,neutre,25,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,bagagiste,le,0.19,masculin_le,masculin,14,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,babysitter,le,0.9,feminin_le,feminin,33,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,journaliste,le,0.46,neutre_le,neutre,1,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,clown,le,0.18,masculin_le,masculin,20,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,manucure,le,0.9,feminin_le,feminin,15,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,violoniste,le,0.56,neutre_le,neutre,7,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,diplomate,le,0.29,masculin_le,masculin,2,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,mannequin,le,0.68,feminin_le,feminin,21,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,photographe,le,0.45,neutre_le,neutre,19,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,croque-mort,le,0.23,masculin_le,masculin,26,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,modèle,le,0.65,feminin_le,feminin,27,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,guide touristique,le,0.44,neutre_le,neutre,13,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,bassiste,le,0.29,masculin_le,masculin,8,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,secrétaire,le,0.82,feminin_le,feminin,3,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,pédiatre,le,0.51,neutre_le,neutre,31,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,pilote,le,0.24,masculin_le,masculin,32,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,flûtiste,le,0.63,feminin_le,feminin,9,1.,NA,NA,ale
1542054062 a94df02934ab6a63061b8a4002f27851,dactylo,la,0.65,feminin_la,feminin,30,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,métallurgiste,la,0.21,masculin_la,masculin,35,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,biologiste,la,0.48,neutre_la,neutre,22,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,logopédiste,la,0.66,feminin_la,feminin,24,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,ministre,la,0.25,masculin_la,masculin,5,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,graphiste,la,0.43,neutre_la,neutre,4,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,nutritionniste,la,0.74,feminin_la,feminin,12,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,paysagiste,la,0.28,masculin_la,masculin,17,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,sténographe,la,0.5,neutre_la,neutre,28,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,réceptionniste,la,0.74,feminin_la,feminin,6,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,taxidermiste,la,0.3,masculin_la,masculin,29,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,zoologiste,la,0.48,neutre_la,neutre,16,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,fleuriste,la,0.81,feminin_la,feminin,18,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,chimiste,la,0.3,masculin_la,masculin,23,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,vétérinaire,la,0.49,neutre_la,neutre,34,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,bibliothécaire,la,0.67,feminin_la,feminin,36,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,neurologue,la,0.32,masculin_la,masculin,11,1.,NA,NA,la
1542054062 a94df02934ab6a63061b8a4002f27851,gynécologue,la,0.55,neutre_la,neutre,10,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,graphiste,le,0.43,neutre_le,neutre,6,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,paysagiste,le,0.28,masculin_le,masculin,16,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,nutritionniste,le,0.74,feminin_le,feminin,11,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,sténographe,le,0.5,neutre_le,neutre,30,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,ministre,le,0.25,masculin_le,masculin,4,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,réceptionniste,le,0.74,feminin_le,feminin,5,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,zoologiste,le,0.48,neutre_le,neutre,18,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,métallurgiste,le,0.21,masculin_le,masculin,34,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,bibliothécaire,le,0.67,feminin_le,feminin,35,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,gynécologue,le,0.55,neutre_le,neutre,12,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,chimiste,le,0.3,masculin_le,masculin,22,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,dactylo,le,0.65,feminin_le,feminin,29,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,vétérinaire,le,0.49,neutre_le,neutre,36,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,taxidermiste,le,0.3,masculin_le,masculin,28,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,logopédiste,le,0.66,feminin_le,feminin,23,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,biologiste,le,0.48,neutre_le,neutre,24,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,neurologue,le,0.32,masculin_le,masculin,10,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,fleuriste,le,0.81,feminin_le,feminin,17,1.,NA,NA,ale
1542055229 cb939fdb9000ad8dbed0e2ced82457db,manucure,la,0.9,feminin_la,feminin,14,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,bassiste,la,0.29,masculin_la,masculin,7,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,pédiatre,la,0.51,neutre_la,neutre,33,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,secrétaire,la,0.82,feminin_la,feminin,2,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,pilote,la,0.24,masculin_la,masculin,31,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,photographe,la,0.45,neutre_la,neutre,21,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,modèle,la,0.65,feminin_la,feminin,26,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,diplomate,la,0.29,masculin_la,masculin,1,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,journaliste,la,0.46,neutre_la,neutre,3,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,mannequin,la,0.68,feminin_la,feminin,20,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,bagagiste,la,0.19,masculin_la,masculin,13,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,violoniste,la,0.56,neutre_la,neutre,9,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,flûtiste,la,0.63,feminin_la,feminin,8,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,clown,la,0.18,masculin_la,masculin,19,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,physiothérapeute,la,0.51,neutre_la,neutre,27,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,babysitter,la,0.9,feminin_la,feminin,32,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,croque-mort,la,0.23,masculin_la,masculin,25,1.,NA,NA,la
1542055229 cb939fdb9000ad8dbed0e2ced82457db,guide touristique,la,0.44,neutre_la,neutre,15,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,réceptionniste,le,0.74,feminin_le,feminin,5,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,chimiste,le,0.3,masculin_le,masculin,22,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,vétérinaire,le,0.49,neutre_le,neutre,36,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,nutritionniste,le,0.74,feminin_le,feminin,11,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,paysagiste,le,0.28,masculin_le,masculin,16,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,biologiste,le,0.48,neutre_le,neutre,24,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,logopédiste,le,0.66,feminin_le,feminin,23,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,neurologue,le,0.32,masculin_le,masculin,10,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,graphiste,le,0.43,neutre_le,neutre,6,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,dactylo,le,0.65,feminin_le,feminin,29,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,métallurgiste,le,0.21,masculin_le,masculin,34,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,gynécologue,le,0.55,neutre_le,neutre,12,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,bibliothécaire,le,0.67,feminin_le,feminin,35,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,taxidermiste,le,0.3,masculin_le,masculin,28,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,zoologiste,le,0.48,neutre_le,neutre,18,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,fleuriste,le,0.81,feminin_le,feminin,17,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,ministre,le,0.25,masculin_le,masculin,4,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,sténographe,le,0.5,neutre_le,neutre,30,1.,NA,NA,ale
1542056191 a131095c47a70f8ae49c6994137fbaa2,secrétaire,la,0.82,feminin_la,feminin,2,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,pédiatre,la,0.51,neutre_la,neutre,33,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,bagagiste,la,0.19,masculin_la,masculin,13,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,babysitter,la,0.9,feminin_la,feminin,32,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,guide touristique,la,0.44,neutre_la,neutre,15,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,bassiste,la,0.29,masculin_la,masculin,7,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,modèle,la,0.65,feminin_la,feminin,26,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,journaliste,la,0.46,neutre_la,neutre,3,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,diplomate,la,0.29,masculin_la,masculin,1,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,flûtiste,la,0.63,feminin_la,feminin,8,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,violoniste,la,0.56,neutre_la,neutre,9,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,pilote,la,0.24,masculin_la,masculin,31,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,mannequin,la,0.68,feminin_la,feminin,20,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,physiothérapeute,la,0.51,neutre_la,neutre,27,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,croque-mort,la,0.23,masculin_la,masculin,25,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,manucure,la,0.9,feminin_la,feminin,14,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,photographe,la,0.45,neutre_la,neutre,21,1.,NA,NA,la
1542056191 a131095c47a70f8ae49c6994137fbaa2,clown,la,0.18,masculin_la,masculin,19,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,réceptionniste,le,0.74,feminin_le,feminin,5,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,ministre,le,0.25,masculin_le,masculin,4,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,sténographe,le,0.5,neutre_le,neutre,30,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,nutritionniste,le,0.74,feminin_le,feminin,11,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,chimiste,le,0.3,masculin_le,masculin,22,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,zoologiste,le,0.48,neutre_le,neutre,18,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,bibliothécaire,le,0.67,feminin_le,feminin,35,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,paysagiste,le,0.28,masculin_le,masculin,16,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,gynécologue,le,0.55,neutre_le,neutre,12,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,fleuriste,le,0.81,feminin_le,feminin,17,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,neurologue,le,0.32,masculin_le,masculin,10,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,biologiste,le,0.48,neutre_le,neutre,24,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,logopédiste,le,0.66,feminin_le,feminin,23,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,taxidermiste,le,0.3,masculin_le,masculin,28,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,vétérinaire,le,0.49,neutre_le,neutre,36,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,dactylo,le,0.65,feminin_le,feminin,29,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,métallurgiste,le,0.21,masculin_le,masculin,34,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,graphiste,le,0.43,neutre_le,neutre,6,1.,NA,NA,ale
1542057398 fba640919d7ebbeb8559a31d79030fcb,bassiste,la,0.29,masculin_la,masculin,7,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,mannequin,la,0.68,feminin_la,feminin,20,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,journaliste,la,0.46,neutre_la,neutre,3,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,croque-mort,la,0.23,masculin_la,masculin,25,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,manucure,la,0.9,feminin_la,feminin,14,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,photographe,la,0.45,neutre_la,neutre,21,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,clown,la,0.18,masculin_la,masculin,19,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,babysitter,la,0.9,feminin_la,feminin,32,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,guide touristique,la,0.44,neutre_la,neutre,15,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,bagagiste,la,0.19,masculin_la,masculin,13,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,secrétaire,la,0.82,feminin_la,feminin,2,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,physiothérapeute,la,0.51,neutre_la,neutre,27,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,pilote,la,0.24,masculin_la,masculin,31,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,modèle,la,0.65,feminin_la,feminin,26,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,pédiatre,la,0.51,neutre_la,neutre,33,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,diplomate,la,0.29,masculin_la,masculin,1,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,flûtiste,la,0.63,feminin_la,feminin,8,1.,NA,NA,la
1542057398 fba640919d7ebbeb8559a31d79030fcb,violoniste,la,0.56,neutre_la,neutre,9,1.,NA,NA,la
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,sténographe,le,0.5,neutre_le,neutre,29,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,logopédiste,le,0.66,feminin_le,feminin,22,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,neurologue,le,0.32,masculin_le,masculin,12,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,gynécologue,le,0.55,neutre_le,neutre,11,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,nutritionniste,le,0.74,feminin_le,feminin,10,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,métallurgiste,le,0.21,masculin_le,masculin,36,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,vétérinaire,le,0.49,neutre_le,neutre,35,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,réceptionniste,le,0.74,feminin_le,feminin,4,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,ministre,le,0.25,masculin_le,masculin,6,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,biologiste,le,0.48,neutre_le,neutre,23,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,dactylo,le,0.65,feminin_le,feminin,28,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,paysagiste,le,0.28,masculin_le,masculin,18,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,zoologiste,le,0.48,neutre_le,neutre,17,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,bibliothécaire,le,0.67,feminin_le,feminin,34,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,taxidermiste,le,0.3,masculin_le,masculin,30,1.,NA,NA,ale
1542057488 c5f94d54ea73c7df49cdca32a6bd5f5f,graphiste,le,0.43,neutre_le,neutre,5,1.,NA,NA,ale
