participants,item,genre_grammatical,score_miserky,description,stereotype,numero_item,question,score,RT,genre_gram_le
1542192045 bd139d9f254dfe70779a707b0ffe223d,graphiste,le,0.43,neutre_le,neutre,6,1.,NA,NA,ale
1542192045 bd139d9f254dfe70779a707b0ffe223d,fleuriste,le,0.81,feminin_le,feminin,17,1.,NA,NA,ale
1542192045 bd139d9f254dfe70779a707b0ffe223d,paysagiste,le,0.28,masculin_le,masculin,16,1.,NA,NA,ale
1542192045 bd139d9f254dfe70779a707b0ffe223d,biologiste,le,0.48,neutre_le,neutre,24,1.,NA,NA,ale
1542192045 bd139d9f254dfe70779a707b0ffe223d,logopédiste,le,0.66,feminin_le,feminin,23,1.,NA,NA,ale
1542192045 bd139d9f254dfe70779a707b0ffe223d,chimiste,le,0.3,masculin_le,masculin,22,1.,NA,NA,ale
1542192045 bd139d9f254dfe70779a707b0ffe223d,croque-mort,la,0.23,masculin_la,masculin,25,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,journaliste,la,0.46,neutre_la,neutre,3,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,secrétaire,la,0.82,feminin_la,feminin,2,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,pilote,la,0.24,masculin_la,masculin,31,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,physiothérapeute,la,0.51,neutre_la,neutre,27,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,manucure,la,0.9,feminin_la,feminin,14,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,bagagiste,la,0.19,masculin_la,masculin,13,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,violoniste,la,0.56,neutre_la,neutre,9,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,flûtiste,la,0.63,feminin_la,feminin,8,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,bassiste,la,0.29,masculin_la,masculin,7,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,guide touristique,la,0.44,neutre_la,neutre,15,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,babysitter,la,0.9,feminin_la,feminin,32,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,clown,la,0.18,masculin_la,masculin,19,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,photographe,la,0.45,neutre_la,neutre,21,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,modèle,la,0.65,feminin_la,feminin,26,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,diplomate,la,0.29,masculin_la,masculin,1,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,pédiatre,la,0.51,neutre_la,neutre,33,1.,NA,NA,la
1542192045 bd139d9f254dfe70779a707b0ffe223d,mannequin,la,0.68,feminin_la,feminin,20,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,chimiste,le,0.3,masculin_le,masculin,24,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,zoologiste,le,0.48,neutre_le,neutre,17,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,dactylo,le,0.65,feminin_le,feminin,28,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,taxidermiste,le,0.3,masculin_le,masculin,30,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,graphiste,le,0.43,neutre_le,neutre,5,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,réceptionniste,le,0.74,feminin_le,feminin,4,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,métallurgiste,le,0.21,masculin_le,masculin,36,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,biologiste,le,0.48,neutre_le,neutre,23,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,logopédiste,le,0.66,feminin_le,feminin,22,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,paysagiste,le,0.28,masculin_le,masculin,18,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,sténographe,le,0.5,neutre_le,neutre,29,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,nutritionniste,le,0.74,feminin_le,feminin,10,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,ministre,le,0.25,masculin_le,masculin,6,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,gynécologue,le,0.55,neutre_le,neutre,11,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,bibliothécaire,le,0.67,feminin_le,feminin,34,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,neurologue,le,0.32,masculin_le,masculin,12,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,vétérinaire,le,0.49,neutre_le,neutre,35,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,fleuriste,le,0.81,feminin_le,feminin,16,1.,NA,NA,ale
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,pédiatre,la,0.51,neutre_la,neutre,32,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,secrétaire,la,0.82,feminin_la,feminin,1,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,croque-mort,la,0.23,masculin_la,masculin,27,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,physiothérapeute,la,0.51,neutre_la,neutre,26,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,modèle,la,0.65,feminin_la,feminin,25,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,bagagiste,la,0.19,masculin_la,masculin,15,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,photographe,la,0.45,neutre_la,neutre,20,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,babysitter,la,0.9,feminin_la,feminin,31,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,clown,la,0.18,masculin_la,masculin,21,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,guide touristique,la,0.44,neutre_la,neutre,14,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,mannequin,la,0.68,feminin_la,feminin,19,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,pilote,la,0.24,masculin_la,masculin,33,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,journaliste,la,0.46,neutre_la,neutre,2,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,manucure,la,0.9,feminin_la,feminin,13,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,bassiste,la,0.29,masculin_la,masculin,9,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,violoniste,la,0.56,neutre_la,neutre,8,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,flûtiste,la,0.63,feminin_la,feminin,7,1.,NA,NA,la
1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca,diplomate,la,0.29,masculin_la,masculin,3,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,chimiste,le,0.3,masculin_le,masculin,23,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,gynécologue,le,0.55,neutre_le,neutre,10,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,réceptionniste,le,0.74,feminin_le,feminin,6,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,taxidermiste,le,0.3,masculin_le,masculin,29,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,vétérinaire,le,0.49,neutre_le,neutre,34,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,dactylo,le,0.65,feminin_le,feminin,30,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,métallurgiste,le,0.21,masculin_le,masculin,35,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,biologiste,le,0.48,neutre_le,neutre,22,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,nutritionniste,le,0.74,feminin_le,feminin,12,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,neurologue,le,0.32,masculin_le,masculin,11,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,sténographe,le,0.5,neutre_le,neutre,28,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,fleuriste,le,0.81,feminin_le,feminin,18,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,ministre,le,0.25,masculin_le,masculin,5,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,graphiste,le,0.43,neutre_le,neutre,4,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,logopédiste,le,0.66,feminin_le,feminin,24,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,paysagiste,le,0.28,masculin_le,masculin,17,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,zoologiste,le,0.48,neutre_le,neutre,16,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,bibliothécaire,le,0.67,feminin_le,feminin,36,1.,NA,NA,ale
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,manucure,la,0.9,feminin_la,feminin,15,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,pédiatre,la,0.51,neutre_la,neutre,31,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,pilote,la,0.24,masculin_la,masculin,32,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,modèle,la,0.65,feminin_la,feminin,27,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,violoniste,la,0.56,neutre_la,neutre,7,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,clown,la,0.18,masculin_la,masculin,20,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,mannequin,la,0.68,feminin_la,feminin,21,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,guide touristique,la,0.44,neutre_la,neutre,13,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,bassiste,la,0.29,masculin_la,masculin,8,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,flûtiste,la,0.63,feminin_la,feminin,9,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,physiothérapeute,la,0.51,neutre_la,neutre,25,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,diplomate,la,0.29,masculin_la,masculin,2,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,babysitter,la,0.9,feminin_la,feminin,33,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,journaliste,la,0.46,neutre_la,neutre,1,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,croque-mort,la,0.23,masculin_la,masculin,26,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,secrétaire,la,0.82,feminin_la,feminin,3,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,photographe,la,0.45,neutre_la,neutre,19,1.,NA,NA,la
1542289774 295e78bef7f8cfad5c170c4bd94f9dc0,bagagiste,la,0.19,masculin_la,masculin,14,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,mannequin,le,0.68,feminin_le,feminin,20,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,pilote,le,0.24,masculin_le,masculin,31,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,guide touristique,le,0.44,neutre_le,neutre,15,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,babysitter,le,0.9,feminin_le,feminin,32,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,bagagiste,le,0.19,masculin_le,masculin,13,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,journaliste,le,0.46,neutre_le,neutre,3,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,secrétaire,le,0.82,feminin_le,feminin,2,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,diplomate,le,0.29,masculin_le,masculin,1,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,photographe,le,0.45,neutre_le,neutre,21,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,manucure,le,0.9,feminin_le,feminin,14,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,croque-mort,le,0.23,masculin_le,masculin,25,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,physiothérapeute,le,0.51,neutre_le,neutre,27,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,flûtiste,le,0.63,feminin_le,feminin,8,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,bassiste,le,0.29,masculin_le,masculin,7,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,violoniste,le,0.56,neutre_le,neutre,9,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,modèle,le,0.65,feminin_le,feminin,26,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,clown,le,0.18,masculin_le,masculin,19,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,pédiatre,le,0.51,neutre_le,neutre,33,1.,NA,NA,ale
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,biologiste,la,0.48,neutre_la,neutre,24,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,métallurgiste,la,0.21,masculin_la,masculin,34,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,fleuriste,la,0.81,feminin_la,feminin,17,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,gynécologue,la,0.55,neutre_la,neutre,12,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,ministre,la,0.25,masculin_la,masculin,4,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,nutritionniste,la,0.74,feminin_la,feminin,11,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,graphiste,la,0.43,neutre_la,neutre,6,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,neurologue,la,0.32,masculin_la,masculin,10,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,dactylo,la,0.65,feminin_la,feminin,29,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,sténographe,la,0.5,neutre_la,neutre,30,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,chimiste,la,0.3,masculin_la,masculin,22,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,réceptionniste,la,0.74,feminin_la,feminin,5,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,vétérinaire,la,0.49,neutre_la,neutre,36,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,paysagiste,la,0.28,masculin_la,masculin,16,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,bibliothécaire,la,0.67,feminin_la,feminin,35,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,zoologiste,la,0.48,neutre_la,neutre,18,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,taxidermiste,la,0.3,masculin_la,masculin,28,1.,NA,NA,la
1542302413 a1bd7f155b72c1c17e0bc78ab4764d07,logopédiste,la,0.66,feminin_la,feminin,23,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,mannequin,le,0.68,feminin_le,feminin,19,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,pilote,le,0.24,masculin_le,masculin,33,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,photographe,le,0.45,neutre_le,neutre,20,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,modèle,le,0.65,feminin_le,feminin,25,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,bagagiste,le,0.19,masculin_le,masculin,15,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,violoniste,le,0.56,neutre_le,neutre,8,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,babysitter,le,0.9,feminin_le,feminin,31,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,diplomate,le,0.29,masculin_le,masculin,3,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,journaliste,le,0.46,neutre_le,neutre,2,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,flûtiste,le,0.63,feminin_le,feminin,7,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,croque-mort,le,0.23,masculin_le,masculin,27,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,pédiatre,le,0.51,neutre_le,neutre,32,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,secrétaire,le,0.82,feminin_le,feminin,1,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,bassiste,le,0.29,masculin_le,masculin,9,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,physiothérapeute,le,0.51,neutre_le,neutre,26,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,manucure,le,0.9,feminin_le,feminin,13,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,clown,le,0.18,masculin_le,masculin,21,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,guide touristique,le,0.44,neutre_le,neutre,14,1.,NA,NA,ale
1542316366 226a9b2759e45d19b3b136d923b2ba18,fleuriste,la,0.81,feminin_la,feminin,16,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,zoologiste,la,0.48,neutre_la,neutre,17,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,taxidermiste,la,0.3,masculin_la,masculin,30,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,réceptionniste,la,0.74,feminin_la,feminin,4,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,vétérinaire,la,0.49,neutre_la,neutre,35,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,métallurgiste,la,0.21,masculin_la,masculin,36,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,nutritionniste,la,0.74,feminin_la,feminin,10,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,graphiste,la,0.43,neutre_la,neutre,5,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,neurologue,la,0.32,masculin_la,masculin,12,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,dactylo,la,0.65,feminin_la,feminin,28,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,biologiste,la,0.48,neutre_la,neutre,23,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,ministre,la,0.25,masculin_la,masculin,6,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,bibliothécaire,la,0.67,feminin_la,feminin,34,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,sténographe,la,0.5,neutre_la,neutre,29,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,chimiste,la,0.3,masculin_la,masculin,24,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,logopédiste,la,0.66,feminin_la,feminin,22,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,gynécologue,la,0.55,neutre_la,neutre,11,1.,NA,NA,la
1542316366 226a9b2759e45d19b3b136d923b2ba18,paysagiste,la,0.28,masculin_la,masculin,18,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,physiothérapeute,le,0.51,neutre_le,neutre,25,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,diplomate,le,0.29,masculin_le,masculin,2,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,manucure,le,0.9,feminin_le,feminin,15,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,violoniste,le,0.56,neutre_le,neutre,7,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,pilote,le,0.24,masculin_le,masculin,32,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,modèle,le,0.65,feminin_le,feminin,27,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,photographe,le,0.45,neutre_le,neutre,19,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,bagagiste,le,0.19,masculin_le,masculin,14,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,mannequin,le,0.68,feminin_le,feminin,21,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,guide touristique,le,0.44,neutre_le,neutre,13,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,bassiste,le,0.29,masculin_le,masculin,8,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,flûtiste,le,0.63,feminin_le,feminin,9,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,pédiatre,le,0.51,neutre_le,neutre,31,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,clown,le,0.18,masculin_le,masculin,20,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,secrétaire,le,0.82,feminin_le,feminin,3,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,journaliste,le,0.46,neutre_le,neutre,1,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,croque-mort,le,0.23,masculin_le,masculin,26,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,babysitter,le,0.9,feminin_le,feminin,33,1.,NA,NA,ale
1542361332 bf483d2b60b760cc42c2078dc718672c,taxidermiste,la,0.3,masculin_la,masculin,29,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,zoologiste,la,0.48,neutre_la,neutre,16,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,fleuriste,la,0.81,feminin_la,feminin,18,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,métallurgiste,la,0.21,masculin_la,masculin,35,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,vétérinaire,la,0.49,neutre_la,neutre,34,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,dactylo,la,0.65,feminin_la,feminin,30,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,neurologue,la,0.32,masculin_la,masculin,11,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,gynécologue,la,0.55,neutre_la,neutre,10,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,logopédiste,la,0.66,feminin_la,feminin,24,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,chimiste,la,0.3,masculin_la,masculin,23,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,graphiste,la,0.43,neutre_la,neutre,4,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,réceptionniste,la,0.74,feminin_la,feminin,6,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,ministre,la,0.25,masculin_la,masculin,5,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,biologiste,la,0.48,neutre_la,neutre,22,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,nutritionniste,la,0.74,feminin_la,feminin,12,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,paysagiste,la,0.28,masculin_la,masculin,17,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,sténographe,la,0.5,neutre_la,neutre,28,1.,NA,NA,la
1542361332 bf483d2b60b760cc42c2078dc718672c,bibliothécaire,la,0.67,feminin_la,feminin,36,1.,NA,NA,la
1542383686 07b2a664986066dae911e9d95409b975,gynécologue,le,0.55,neutre_le,neutre,12,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,réceptionniste,le,0.74,feminin_le,feminin,5,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,métallurgiste,le,0.21,masculin_le,masculin,34,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,sténographe,le,0.5,neutre_le,neutre,30,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,nutritionniste,le,0.74,feminin_le,feminin,11,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,neurologue,le,0.32,masculin_le,masculin,10,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,vétérinaire,le,0.49,neutre_le,neutre,36,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,dactylo,le,0.65,feminin_le,feminin,29,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,ministre,le,0.25,masculin_le,masculin,4,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,graphiste,le,0.43,neutre_le,neutre,6,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,bibliothécaire,le,0.67,feminin_le,feminin,35,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,taxidermiste,le,0.3,masculin_le,masculin,28,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,zoologiste,le,0.48,neutre_le,neutre,18,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,fleuriste,le,0.81,feminin_le,feminin,17,1.,NA,NA,ale
1542383686 07b2a664986066dae911e9d95409b975,chimiste,le,0.3,masculin_le,masculin,22,1.,NA,NA,ale
